"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
65210,34,"Female",16457,"College","North","Silver","occasional",5491,"Health",0,4
65211,35,"Female",20618,"College","North","Silver","rare",5693,"Clothing",0,6
65212,28,"Female",33448,"College","East","Silver","rare",11607,"Beauty",0,6
65213,32,"Female",47212,"Bachelor","West","Regular","occasional",18970,"Health",0,3
65214,35,"Female",8622,"Bachelor","North","Regular","occasional",2843,"Clothing",0,5
65215,26,"Female",48274,"Bachelor","West","Silver","occasional",16843,"Electronics",0,4
65216,33,"Female",35594,"College","East","Regular","occasional",11532,"Food",0,4
65217,24,"Female",35131,"College","West","Regular","occasional",12042,"Books",0,5
65218,32,"Female",37150,"College","West","Regular","rare",11347,"Electronics",0,5
65219,26,"Female",40704,"HighSchool","West","Silver","occasional",16258,"Electronics",0,6
65220,22,"Female",17624,"College","East","Regular","rare",7697,"Books",1,6
65221,23,"Male",8055,"College","East","Regular","occasional",2579,"Books",0,6
65222,35,"Male",7486,"Bachelor","North","Gold","rare",2690,"Books",0,6
65223,31,"Female",28331,"Bachelor","West","Regular","occasional",9408,"Books",0,4
65224,28,"Male",6164,"Bachelor","West","Regular","rare",2302,"Electronics",1,5
65225,32,"Male",20149,"Bachelor","West","Regular","occasional",8051,"Electronics",0,6
65226,23,"Female",47461,"College","East","Regular","rare",14699,"Clothing",0,5
65227,23,"Female",11719,"Masters","West","Regular","rare",3843,"Food",0,5
65228,31,"Female",49922,"Bachelor","North","Silver","occasional",16975,"Beauty",0,8
65229,33,"Male",40313,"Bachelor","East","Regular","rare",10806,"Health",0,6
65230,32,"Male",36488,"HighSchool","North","Silver","rare",13146,"Electronics",1,5
65231,25,"Female",15614,"College","West","Silver","rare",4907,"Health",0,5
65232,31,"Male",37748,"Bachelor","West","Regular","rare",12265,"Books",0,7
65233,23,"Male",47011,"College","South","Silver","rare",14905,"Electronics",0,5
65234,24,"Male",37695,"College","South","Silver","rare",14040,"Electronics",0,5
65235,33,"Female",35251,"HighSchool","West","Regular","occasional",11793,"Clothing",0,7
65236,35,"Female",49130,"College","South","Regular","rare",14225,"Clothing",0,3
65237,21,"Female",47525,"Bachelor","East","Regular","occasional",13259,"Clothing",1,5
65238,30,"Female",32788,"College","West","Regular","occasional",11130,"Beauty",0,6
65239,28,"Female",48909,"College","West","Regular","frequent",20850,"Beauty",0,5
65240,25,"Male",6414,"College","West","Silver","rare",2126,"Electronics",0,4
65241,27,"Male",33619,"Bachelor","West","Regular","rare",11919,"Clothing",0,4
65242,27,"Male",9791,"HighSchool","East","Silver","rare",4025,"Electronics",0,4
65243,35,"Male",15826,"College","West","Gold","rare",6140,"Food",0,6
65244,32,"Female",12266,"College","North","Regular","occasional",4410,"Clothing",0,5
65245,27,"Female",46602,"HighSchool","South","Silver","occasional",15708,"Clothing",0,6
65246,25,"Female",9886,"College","East","Silver","rare",3503,"Food",0,6
65247,24,"Male",6121,"Bachelor","South","Regular","rare",2438,"Books",0,4
65248,33,"Male",44961,"Masters","South","Silver","rare",16201,"Electronics",0,4
65249,26,"Female",34045,"HighSchool","East","Silver","occasional",10941,"Clothing",0,4
65250,33,"Female",11293,"College","East","Regular","occasional",3366,"Home",0,3
65251,29,"Female",5083,"HighSchool","West","Regular","rare",1970,"Electronics",1,4
65252,27,"Male",46582,"College","East","Gold","rare",14527,"Electronics",1,5
65253,33,"Female",20435,"Bachelor","South","Regular","occasional",6633,"Food",1,5
65254,27,"Male",8984,"College","South","Regular","frequent",2513,"Electronics",1,4
65255,37,"Female",45517,"Bachelor","East","Silver","rare",14882,"Electronics",0,7
65256,33,"Male",45788,"HighSchool","North","Regular","rare",12043,"Health",0,7
65257,33,"Male",21214,"College","East","Silver","occasional",8640,"Health",0,5
65258,25,"Male",13257,"College","East","Regular","occasional",4932,"Electronics",0,3
65259,36,"Male",48849,"College","West","Regular","rare",18029,"Electronics",0,5
65260,33,"Male",28503,"College","West","Silver","frequent",11186,"Home",0,5
65261,27,"Female",46573,"Bachelor","South","Regular","frequent",15132,"Electronics",0,8
65262,35,"Female",23783,"Bachelor","South","Silver","rare",7136,"Clothing",0,6
65263,35,"Female",18695,"HighSchool","North","Regular","rare",6499,"Food",0,6
65264,30,"Male",23940,"HighSchool","South","Regular","occasional",9145,"Electronics",0,4
65265,26,"Male",47900,"Bachelor","West","Gold","occasional",16951,"Books",1,5
65266,29,"Male",28944,"HighSchool","East","Silver","rare",11604,"Beauty",0,5
65267,32,"Male",35296,"Bachelor","East","Silver","occasional",10342,"Food",0,5
65268,36,"Male",38152,"College","East","Regular","rare",11281,"Clothing",0,6
65269,26,"Male",19195,"College","West","Regular","frequent",5986,"Health",0,7
65270,27,"Female",31991,"Bachelor","East","Regular","rare",11822,"Clothing",1,4
65271,26,"Male",15653,"College","North","Regular","rare",6816,"Clothing",0,4
65272,33,"Male",21289,"Masters","North","Regular","rare",5898,"Home",0,5
65273,32,"Female",22448,"HighSchool","South","Silver","rare",8114,"Clothing",0,4
65274,28,"Male",19599,"Bachelor","North","Regular","rare",8029,"Books",0,5
65275,20,"Female",13610,"Bachelor","West","Silver","rare",4652,"Books",0,6
65276,30,"Female",14238,"Bachelor","West","Regular","rare",4081,"Electronics",0,4
65277,29,"Male",43438,"Masters","South","Regular","frequent",13012,"Food",0,4
65278,25,"Female",46523,"Bachelor","East","Silver","occasional",17732,"Food",0,3
65279,24,"Male",15695,"Bachelor","East","Gold","occasional",5704,"Food",1,7
65280,24,"Female",37314,"College","West","Silver","occasional",12188,"Food",0,8
65281,34,"Female",35224,"College","East","Regular","rare",10613,"Electronics",1,5
65282,23,"Female",18152,"Masters","West","Regular","occasional",6609,"Clothing",1,3
65283,26,"Male",38294,"HighSchool","East","Regular","occasional",13237,"Clothing",0,6
65284,33,"Male",11918,"College","East","Regular","occasional",4978,"Home",1,3
65285,27,"Male",28012,"College","South","Regular","occasional",11613,"Beauty",0,4
65286,33,"Male",7810,"HighSchool","East","Regular","rare",2886,"Electronics",0,6
65287,35,"Male",7892,"Bachelor","East","Regular","occasional",2871,"Beauty",1,4
65288,29,"Male",26614,"HighSchool","South","Silver","rare",10856,"Food",0,5
65289,31,"Female",21381,"Bachelor","North","Silver","occasional",8051,"Electronics",0,7
65290,32,"Male",15923,"HighSchool","West","Silver","frequent",5649,"Electronics",0,7
65291,36,"Female",42465,"Masters","West","Silver","rare",16411,"Electronics",0,4
65292,32,"Male",34267,"HighSchool","West","Regular","rare",14780,"Food",0,4
65293,31,"Male",33970,"College","West","Silver","rare",11433,"Health",1,6
65294,31,"Male",15618,"Masters","North","Silver","rare",5972,"Books",0,6
65295,24,"Female",7882,"Bachelor","South","Regular","rare",3189,"Health",0,5
65296,31,"Female",35412,"College","West","Silver","occasional",14735,"Books",0,6
65297,33,"Female",26439,"Bachelor","East","Silver","occasional",10331,"Electronics",1,3
65298,24,"Male",49644,"HighSchool","North","Regular","rare",17301,"Clothing",0,5
65299,29,"Male",12566,"College","East","Regular","rare",4870,"Electronics",1,4
65300,29,"Male",9414,"College","West","Regular","frequent",3480,"Food",0,5
65301,20,"Male",47746,"College","North","Gold","rare",14637,"Food",0,7
65302,31,"Male",37851,"Bachelor","East","Regular","occasional",12293,"Clothing",0,6
65303,38,"Male",10701,"College","South","Regular","frequent",3511,"Clothing",0,7
65304,27,"Female",36345,"HighSchool","South","Regular","frequent",11653,"Books",0,4
65305,33,"Male",28841,"HighSchool","North","Gold","occasional",10675,"Food",0,5
65306,31,"Female",44753,"HighSchool","West","Regular","occasional",19000,"Food",0,6
65307,37,"Male",49187,"HighSchool","East","Regular","rare",18788,"Electronics",0,7
65308,30,"Male",45201,"Bachelor","North","Silver","rare",17866,"Beauty",1,5
65309,28,"Female",35936,"College","West","Regular","occasional",10845,"Books",0,5
65310,32,"Male",41362,"HighSchool","East","Silver","occasional",17434,"Books",0,5
65311,30,"Female",48164,"Bachelor","South","Silver","rare",16949,"Food",0,4
65312,28,"Female",22329,"Bachelor","West","Regular","rare",7935,"Books",0,7
65313,27,"Female",30443,"College","West","Regular","rare",9849,"Electronics",0,4
65314,38,"Male",28372,"Bachelor","North","Silver","frequent",9561,"Clothing",0,3
65315,33,"Male",32573,"Bachelor","East","Regular","rare",8422,"Food",0,6
65316,38,"Male",38386,"College","West","Regular","rare",10508,"Books",0,4
65317,29,"Female",19739,"College","East","Regular","rare",5928,"Books",0,5
65318,32,"Female",24095,"HighSchool","North","Regular","rare",9448,"Electronics",0,7
65319,25,"Female",7066,"College","South","Regular","rare",2970,"Books",0,5
65320,30,"Male",33596,"HighSchool","North","Regular","rare",11911,"Electronics",0,3
65321,26,"Male",8276,"Bachelor","East","Regular","frequent",2778,"Books",1,7
65322,30,"Female",29118,"Bachelor","South","Silver","occasional",9650,"Books",1,3
65323,28,"Male",32340,"College","East","Regular","rare",10129,"Health",0,5
65324,31,"Male",9713,"College","East","Regular","frequent",2983,"Beauty",1,6
65325,32,"Male",49444,"College","South","Silver","rare",20287,"Health",1,4
65326,21,"Female",35825,"College","East","Regular","rare",13365,"Food",1,5
65327,33,"Female",36424,"Bachelor","East","Gold","occasional",9002,"Home",0,4
65328,33,"Male",31058,"Bachelor","North","Silver","occasional",13397,"Clothing",0,5
65329,35,"Female",48843,"Bachelor","North","Silver","occasional",19536,"Clothing",1,5
65330,35,"Female",45074,"College","East","Regular","occasional",13703,"Beauty",0,4
65331,27,"Female",33818,"College","West","Regular","frequent",9600,"Electronics",0,5
65332,32,"Male",40838,"College","East","Regular","occasional",12680,"Clothing",0,5
65333,31,"Female",5990,"HighSchool","East","Silver","rare",2134,"Electronics",1,6
65334,26,"Female",18974,"College","West","Silver","occasional",8315,"Books",1,4
65335,31,"Male",41844,"Bachelor","West","Regular","occasional",15744,"Home",0,3
65336,36,"Male",20752,"College","North","Regular","occasional",6199,"Electronics",0,4
65337,27,"Male",29480,"Masters","North","Regular","rare",10810,"Electronics",0,3
65338,33,"Female",48825,"College","West","Regular","rare",17481,"Books",0,3
65339,32,"Male",30051,"Bachelor","South","Regular","rare",7105,"Books",1,5
65340,26,"Female",15698,"Bachelor","South","Regular","rare",6847,"Food",0,4
65341,22,"Male",12651,"HighSchool","West","Silver","occasional",4597,"Electronics",0,4
65342,32,"Female",26350,"Bachelor","South","Silver","rare",10046,"Food",0,4
65343,29,"Male",8895,"College","West","Regular","occasional",3169,"Electronics",0,5
65344,25,"Male",36985,"Bachelor","West","Silver","frequent",13100,"Health",0,5
65345,36,"Female",40364,"Masters","West","Regular","rare",16526,"Electronics",0,5
65346,30,"Female",44605,"HighSchool","South","Regular","occasional",16444,"Books",0,5
65347,35,"Female",25498,"College","North","Regular","occasional",8909,"Books",0,5
65348,36,"Female",48545,"College","South","Regular","occasional",19386,"Clothing",0,4
65349,29,"Male",12881,"College","South","Silver","rare",4637,"Clothing",0,5
65350,29,"Female",5091,"Bachelor","North","Regular","frequent",1866,"Food",0,5
65351,28,"Male",6788,"Masters","North","Regular","frequent",1898,"Clothing",0,6
65352,30,"Female",23324,"College","West","Regular","occasional",9768,"Electronics",0,5
65353,30,"Male",14276,"Bachelor","East","Regular","frequent",6324,"Electronics",1,6
65354,23,"Male",26479,"College","North","Regular","frequent",8742,"Electronics",0,6
65355,29,"Female",41972,"Bachelor","East","Regular","rare",12982,"Clothing",0,5
65356,27,"Female",21672,"HighSchool","West","Regular","rare",7307,"Clothing",0,5
65357,30,"Female",10321,"College","North","Regular","frequent",3687,"Electronics",0,7
65358,33,"Male",10300,"College","West","Regular","rare",3552,"Books",0,6
65359,36,"Female",47873,"HighSchool","West","Regular","occasional",14229,"Beauty",1,4
65360,41,"Female",33668,"HighSchool","West","Silver","rare",14228,"Electronics",1,6
65361,30,"Female",42693,"Masters","South","Regular","occasional",14887,"Health",0,4
65362,27,"Male",19222,"HighSchool","East","Regular","occasional",6973,"Electronics",0,4
65363,28,"Female",24189,"College","North","Silver","rare",9512,"Books",1,6
65364,28,"Female",10361,"College","West","Silver","occasional",3806,"Books",0,4
65365,36,"Male",32003,"Bachelor","South","Regular","occasional",10480,"Clothing",0,7
65366,27,"Female",37854,"Bachelor","West","Regular","rare",11539,"Food",0,4
65367,31,"Female",16164,"College","North","Regular","rare",6000,"Food",0,5
65368,35,"Female",17511,"HighSchool","East","Regular","occasional",6390,"Clothing",0,4
65369,38,"Male",17747,"College","West","Regular","frequent",6637,"Health",0,5
65370,34,"Female",37382,"College","South","Regular","rare",11537,"Clothing",0,2
65371,33,"Female",46164,"College","East","Regular","rare",15891,"Electronics",0,5
65372,30,"Female",11087,"College","South","Silver","occasional",4388,"Electronics",0,5
65373,37,"Female",21094,"HighSchool","East","Silver","occasional",7747,"Electronics",1,4
65374,34,"Female",33030,"Bachelor","North","Regular","occasional",12452,"Food",0,5
65375,27,"Female",18676,"HighSchool","East","Silver","rare",5228,"Electronics",0,6
65376,36,"Female",22482,"Bachelor","East","Regular","rare",7734,"Health",0,7
65377,26,"Female",18494,"Bachelor","South","Regular","frequent",7464,"Home",0,4
65378,27,"Female",27390,"HighSchool","West","Regular","occasional",12462,"Electronics",1,5
65379,31,"Female",30959,"College","West","Regular","occasional",12232,"Clothing",0,5
65380,34,"Female",12062,"HighSchool","South","Silver","occasional",3661,"Clothing",0,5
65381,31,"Male",26272,"Masters","East","Silver","frequent",10066,"Electronics",1,5
65382,32,"Female",9586,"Bachelor","North","Silver","rare",3706,"Health",0,6
65383,27,"Male",21071,"Bachelor","South","Silver","occasional",7421,"Food",0,5
65384,28,"Male",24483,"Bachelor","West","Silver","occasional",8548,"Food",0,6
65385,33,"Male",23713,"HighSchool","East","Regular","rare",8426,"Electronics",0,5
65386,28,"Female",15039,"College","North","Regular","rare",5204,"Clothing",0,5
65387,26,"Male",21354,"Bachelor","West","Silver","rare",8801,"Beauty",0,7
65388,28,"Female",14424,"Bachelor","West","Regular","rare",4628,"Electronics",0,5
65389,32,"Male",10395,"Bachelor","East","Silver","rare",3135,"Electronics",1,3
65390,34,"Male",19169,"Masters","North","Regular","rare",8071,"Home",0,4
65391,31,"Female",47531,"Bachelor","North","Regular","rare",15012,"Food",0,5
65392,29,"Male",32508,"Bachelor","East","Regular","rare",9679,"Electronics",0,5
65393,33,"Female",21195,"College","West","Silver","rare",6753,"Home",0,5
65394,26,"Male",11633,"College","East","Regular","rare",2478,"Food",1,3
65395,27,"Female",14477,"Masters","West","Gold","frequent",5037,"Books",0,6
65396,39,"Female",26074,"College","East","Silver","rare",7532,"Home",0,5
65397,25,"Female",48956,"HighSchool","South","Regular","occasional",15208,"Clothing",0,6
65398,42,"Female",6597,"College","West","Silver","rare",2432,"Electronics",0,6
65399,32,"Male",13532,"College","West","Regular","rare",4000,"Electronics",0,6
65400,30,"Male",6098,"Bachelor","West","Silver","rare",1992,"Food",0,6
65401,21,"Male",15061,"HighSchool","North","Silver","rare",5895,"Clothing",1,4
65402,25,"Female",44842,"HighSchool","East","Regular","frequent",14134,"Beauty",0,6
65403,42,"Male",14098,"Bachelor","West","Gold","rare",5535,"Clothing",0,4
65404,31,"Female",35512,"College","North","Regular","occasional",15936,"Electronics",0,5
65405,30,"Female",34126,"Masters","South","Regular","rare",12487,"Clothing",1,6
65406,34,"Male",39503,"HighSchool","South","Regular","frequent",12818,"Home",1,6
65407,23,"Female",45302,"College","North","Silver","rare",12143,"Electronics",0,7
65408,32,"Female",5850,"College","East","Regular","occasional",2129,"Books",0,5
65409,36,"Female",33274,"Masters","East","Regular","rare",10135,"Food",0,8
65410,26,"Male",46780,"College","North","Silver","rare",16859,"Clothing",0,7
65411,32,"Female",36799,"Bachelor","East","Regular","frequent",13816,"Electronics",1,3
65412,31,"Male",18440,"Bachelor","East","Silver","frequent",7500,"Clothing",1,4
65413,33,"Female",40643,"HighSchool","East","Regular","rare",13272,"Books",0,3
65414,24,"Female",7765,"HighSchool","West","Silver","occasional",2646,"Food",1,4
65415,36,"Female",11633,"Bachelor","North","Silver","rare",4495,"Health",0,6
65416,29,"Male",42038,"Bachelor","East","Regular","frequent",12937,"Food",1,6
65417,24,"Female",27629,"College","West","Regular","occasional",11947,"Food",0,4
65418,29,"Male",34905,"College","West","Regular","rare",9868,"Health",0,4
65419,27,"Male",41509,"College","East","Regular","rare",11932,"Books",0,6
65420,23,"Female",21463,"College","West","Regular","rare",10383,"Clothing",0,6
65421,36,"Female",8339,"Bachelor","West","Regular","occasional",3536,"Electronics",0,3
65422,27,"Female",34268,"College","North","Regular","rare",12313,"Electronics",0,4
65423,31,"Male",12311,"College","North","Regular","rare",4643,"Food",0,4
65424,36,"Male",43723,"Masters","South","Regular","frequent",18355,"Electronics",0,5
65425,22,"Female",33869,"HighSchool","West","Regular","rare",12560,"Home",0,6
65426,35,"Male",46931,"Masters","West","Gold","rare",14871,"Food",0,4
65427,32,"Male",23741,"Masters","East","Regular","frequent",7517,"Books",0,5
65428,29,"Male",33451,"Bachelor","West","Gold","occasional",11122,"Books",0,4
65429,32,"Female",14067,"HighSchool","East","Regular","frequent",4957,"Home",1,5
65430,37,"Male",22667,"Bachelor","West","Regular","frequent",9511,"Electronics",1,4
65431,29,"Male",46148,"HighSchool","South","Silver","frequent",12060,"Electronics",0,5
65432,37,"Female",41008,"College","North","Silver","occasional",13587,"Clothing",0,6
65433,30,"Female",29172,"College","East","Silver","rare",9369,"Electronics",1,4
65434,34,"Male",32664,"College","West","Regular","rare",11360,"Books",0,3
65435,30,"Male",44669,"HighSchool","East","Regular","occasional",11224,"Books",1,7
65436,33,"Male",36293,"HighSchool","West","Regular","rare",13422,"Electronics",0,6
65437,25,"Female",43874,"College","South","Regular","occasional",15067,"Clothing",0,7
65438,25,"Male",31508,"HighSchool","North","Regular","frequent",12223,"Electronics",1,4
65439,26,"Male",20644,"Bachelor","East","Silver","frequent",6571,"Food",0,5
65440,32,"Female",32854,"College","East","Regular","rare",12809,"Food",0,7
65441,31,"Female",47375,"Masters","West","Regular","frequent",10824,"Electronics",0,4
65442,32,"Female",37132,"College","West","Gold","rare",9707,"Clothing",0,4
65443,32,"Male",35126,"Bachelor","West","Regular","rare",12762,"Books",0,6
65444,33,"Female",10939,"Masters","South","Gold","frequent",3588,"Clothing",1,5
65445,28,"Female",25653,"College","North","Regular","rare",7527,"Food",0,5
65446,24,"Female",13622,"HighSchool","South","Silver","rare",4227,"Clothing",0,6
65447,25,"Male",41225,"Bachelor","South","Silver","occasional",15409,"Food",1,4
65448,33,"Male",45492,"HighSchool","West","Regular","rare",16873,"Electronics",1,6
65449,26,"Female",45935,"Bachelor","East","Regular","frequent",15348,"Clothing",0,4
65450,29,"Male",30032,"College","North","Silver","rare",10449,"Food",0,5
65451,30,"Female",38505,"College","North","Regular","rare",10643,"Electronics",0,4
65452,26,"Male",5422,"Bachelor","North","Silver","rare",1381,"Electronics",0,5
65453,33,"Female",16038,"HighSchool","East","Regular","occasional",5605,"Beauty",1,6
65454,36,"Female",8581,"Bachelor","South","Silver","frequent",2741,"Food",1,5
65455,25,"Female",12318,"College","East","Regular","rare",5626,"Electronics",0,7
65456,34,"Male",10267,"College","East","Regular","occasional",3954,"Books",1,5
65457,30,"Female",44198,"Bachelor","South","Regular","rare",15807,"Electronics",0,6
65458,27,"Female",13286,"College","East","Regular","rare",4568,"Electronics",0,5
65459,31,"Male",41316,"College","North","Regular","frequent",15319,"Beauty",1,4
65460,23,"Male",25406,"HighSchool","South","Gold","occasional",8419,"Food",0,6
65461,32,"Female",34323,"Bachelor","North","Gold","occasional",12087,"Books",1,6
65462,32,"Male",9050,"Bachelor","East","Regular","rare",3465,"Books",1,6
65463,30,"Male",37767,"Bachelor","West","Gold","rare",14998,"Clothing",0,5
65464,30,"Male",20957,"HighSchool","North","Regular","rare",7749,"Food",1,5
65465,23,"Male",16823,"Bachelor","West","Regular","frequent",5991,"Health",0,3
65466,30,"Male",32065,"College","North","Silver","occasional",10517,"Electronics",0,5
65467,38,"Male",37300,"College","West","Silver","occasional",10756,"Books",0,5
65468,41,"Female",9475,"College","East","Silver","occasional",3546,"Food",0,3
65469,33,"Male",40026,"College","West","Gold","rare",14848,"Electronics",0,5
65470,36,"Female",16528,"Bachelor","West","Regular","occasional",6565,"Books",0,5
65471,34,"Female",26465,"College","East","Regular","rare",9564,"Books",0,4
65472,24,"Male",42262,"HighSchool","East","Silver","rare",17843,"Books",0,5
65473,27,"Male",38990,"Bachelor","West","Regular","occasional",15070,"Electronics",1,5
65474,26,"Male",44595,"Masters","West","Regular","rare",11217,"Electronics",0,6
65475,25,"Male",33390,"Bachelor","East","Regular","rare",10624,"Clothing",0,6
65476,22,"Male",6298,"HighSchool","West","Silver","rare",1944,"Clothing",0,5
65477,24,"Male",5567,"College","South","Regular","occasional",2007,"Food",1,4
65478,31,"Male",22349,"Bachelor","East","Silver","occasional",7833,"Electronics",0,6
65479,37,"Male",11047,"Bachelor","West","Regular","rare",3420,"Food",0,3
65480,28,"Female",48187,"Bachelor","South","Regular","rare",19586,"Electronics",1,6
65481,22,"Female",32101,"College","East","Regular","rare",10529,"Clothing",1,6
65482,30,"Female",26282,"College","East","Gold","frequent",8095,"Electronics",0,4
65483,25,"Female",30428,"Bachelor","East","Regular","occasional",11390,"Beauty",0,5
65484,30,"Male",30041,"Bachelor","West","Silver","occasional",10637,"Electronics",1,5
65485,32,"Male",26024,"HighSchool","West","Silver","frequent",9188,"Beauty",1,4
65486,28,"Male",19746,"HighSchool","South","Regular","occasional",4842,"Electronics",0,3
65487,31,"Male",24658,"HighSchool","East","Gold","rare",10175,"Books",1,5
65488,28,"Female",48734,"Bachelor","South","Regular","frequent",19456,"Electronics",1,5
65489,29,"Female",48391,"HighSchool","West","Gold","frequent",17918,"Books",0,4
65490,37,"Male",8265,"College","West","Regular","rare",2555,"Electronics",0,5
65491,30,"Female",31280,"Masters","North","Regular","occasional",10620,"Food",0,4
65492,33,"Female",44528,"College","East","Regular","rare",13699,"Clothing",0,3
65493,38,"Male",29070,"Bachelor","West","Regular","occasional",8350,"Clothing",0,6
65494,27,"Male",36272,"Masters","East","Regular","rare",11734,"Electronics",1,5
65495,25,"Female",30574,"HighSchool","East","Regular","occasional",12550,"Clothing",1,6
65496,35,"Female",35661,"College","East","Regular","rare",14280,"Food",0,6
65497,32,"Male",35784,"Bachelor","North","Regular","occasional",14602,"Electronics",0,3
65498,31,"Female",12889,"HighSchool","West","Silver","occasional",5330,"Clothing",0,5
65499,33,"Female",39228,"College","East","Silver","frequent",14105,"Electronics",0,6
65500,29,"Male",7689,"Bachelor","West","Silver","rare",2220,"Health",0,3
65501,24,"Female",29789,"College","East","Regular","occasional",10528,"Electronics",0,3
65502,31,"Female",7812,"Bachelor","South","Silver","rare",2780,"Food",0,6
65503,31,"Male",36921,"College","West","Gold","rare",11927,"Books",1,4
65504,31,"Female",33135,"Bachelor","South","Regular","frequent",12068,"Food",1,5
65505,35,"Male",30326,"HighSchool","East","Silver","rare",10851,"Electronics",0,5
65506,27,"Female",21066,"College","South","Silver","occasional",7024,"Home",0,5
65507,26,"Male",36505,"College","West","Silver","frequent",14768,"Food",0,5
65508,34,"Male",27378,"Bachelor","North","Silver","frequent",10391,"Health",0,5
65509,35,"Male",28013,"HighSchool","South","Silver","rare",9463,"Beauty",0,2
65510,30,"Female",29649,"College","South","Silver","frequent",10571,"Food",0,5
65511,25,"Female",23129,"Bachelor","South","Gold","occasional",8345,"Books",1,6
65512,32,"Male",39311,"College","West","Gold","frequent",14113,"Books",1,7
65513,28,"Female",16666,"College","West","Regular","rare",5243,"Food",0,4
65514,27,"Female",12580,"College","North","Silver","rare",5074,"Books",0,6
65515,36,"Male",22458,"HighSchool","North","Regular","rare",7994,"Clothing",0,6
65516,29,"Male",42659,"HighSchool","South","Regular","frequent",16137,"Clothing",1,6
65517,32,"Female",14747,"College","West","Silver","occasional",5978,"Electronics",0,4
65518,35,"Male",13731,"College","West","Regular","occasional",4451,"Books",0,4
65519,32,"Female",27148,"Bachelor","North","Regular","rare",9882,"Electronics",0,4
65520,27,"Female",29074,"College","South","Silver","rare",10245,"Electronics",0,5
65521,30,"Male",34263,"College","West","Regular","rare",13494,"Beauty",0,6
65522,37,"Female",48346,"Bachelor","North","Regular","rare",18339,"Beauty",0,4
65523,25,"Male",36233,"College","East","Regular","frequent",11478,"Home",0,6
65524,27,"Male",49076,"HighSchool","West","Regular","rare",20226,"Electronics",1,5
65525,27,"Male",34599,"College","East","Regular","frequent",12779,"Clothing",0,4
65526,19,"Male",11522,"Bachelor","South","Regular","rare",4357,"Electronics",0,5
65527,23,"Male",43318,"HighSchool","West","Regular","occasional",16145,"Electronics",1,4
65528,27,"Female",31326,"Bachelor","East","Silver","frequent",11805,"Health",0,5
65529,37,"Male",34496,"College","West","Regular","frequent",12413,"Books",0,5
65530,34,"Male",29756,"HighSchool","South","Regular","occasional",10261,"Electronics",0,5
65531,35,"Male",11720,"Bachelor","West","Silver","rare",4201,"Beauty",1,7
65532,26,"Female",10518,"HighSchool","North","Regular","rare",3800,"Health",0,4
65533,31,"Male",25973,"Bachelor","East","Regular","rare",9586,"Food",0,4
65534,31,"Male",20416,"Masters","North","Regular","frequent",7403,"Electronics",1,4
65535,33,"Male",39075,"Bachelor","West","Silver","frequent",14367,"Food",0,5
65536,36,"Female",42274,"College","South","Regular","rare",13656,"Food",1,4
65537,35,"Female",47298,"College","West","Regular","rare",17925,"Food",1,4
65538,26,"Female",45800,"College","West","Silver","rare",15735,"Home",0,4
65539,29,"Female",28941,"College","West","Regular","rare",6133,"Clothing",1,5
65540,29,"Female",46249,"Bachelor","West","Silver","occasional",18565,"Food",0,6
65541,28,"Male",19707,"College","South","Silver","rare",6261,"Clothing",0,6
65542,28,"Female",23431,"HighSchool","North","Gold","frequent",6713,"Electronics",0,5
65543,34,"Male",18730,"HighSchool","West","Regular","rare",8399,"Electronics",0,3
65544,23,"Female",35467,"College","South","Silver","occasional",8135,"Home",0,5
65545,33,"Male",24644,"Masters","South","Regular","occasional",10084,"Food",0,5
65546,32,"Male",47051,"College","West","Silver","occasional",14807,"Clothing",0,5
65547,29,"Male",14554,"College","West","Regular","frequent",4687,"Books",0,5
65548,21,"Female",16773,"Bachelor","West","Regular","frequent",5261,"Food",0,7
65549,32,"Male",26493,"College","West","Regular","rare",10152,"Food",1,4
65550,31,"Male",8650,"College","South","Regular","rare",3125,"Home",1,4
65551,26,"Male",49637,"Bachelor","North","Regular","occasional",15056,"Electronics",1,6
65552,27,"Male",16886,"Bachelor","West","Regular","frequent",6644,"Books",1,5
65553,21,"Male",26723,"College","East","Regular","rare",8779,"Clothing",0,5
65554,29,"Female",25789,"College","East","Regular","rare",8260,"Beauty",1,5
65555,31,"Female",48955,"Bachelor","West","Regular","rare",19082,"Food",0,6
65556,35,"Male",34506,"Bachelor","North","Gold","occasional",14866,"Electronics",0,4
65557,30,"Female",42995,"College","North","Regular","frequent",14400,"Clothing",1,5
65558,25,"Female",34124,"Masters","South","Silver","rare",13229,"Books",1,5
65559,31,"Male",7308,"College","South","Regular","frequent",2791,"Electronics",0,7
65560,38,"Female",6861,"HighSchool","West","Silver","occasional",2447,"Books",0,5
65561,31,"Female",18249,"Bachelor","South","Gold","rare",7649,"Electronics",1,5
65562,27,"Female",46148,"College","South","Regular","occasional",17767,"Health",0,6
65563,35,"Female",21699,"Bachelor","East","Regular","occasional",5886,"Electronics",0,5
65564,39,"Male",11881,"Bachelor","West","Regular","rare",4718,"Electronics",0,4
65565,22,"Male",34154,"College","West","Gold","occasional",12704,"Beauty",0,4
65566,25,"Male",15458,"HighSchool","North","Regular","frequent",5062,"Food",1,6
65567,31,"Female",38301,"Masters","West","Regular","rare",14743,"Electronics",0,6
65568,29,"Male",22174,"College","North","Regular","rare",7374,"Books",0,4
